date,daily_qty,weekday,month,is_weekend,lag_1,lag_7,lag_14,rolling_mean_7,rolling_mean_14,rolling_std_7
2023-03-09,564.9,Thursday,3,0,547.78,513.2,550.09,551.8385714285714,542.5064285714286,47.08924273071709
2023-03-10,528.97,Friday,3,0,564.9,555.24,503.97,559.2242857142858,543.5642857142858,43.97006741604387
2023-03-11,629.47,Saturday,3,1,528.97,647.01,578.1800000000001,555.4714285714286,545.35,45.46254994629162
2023-03-12,523.55,Sunday,3,1,629.47,566.71,571.48,552.9657142857143,549.0135714285715,39.69380508221369
2023-03-13,502.6,Monday,3,0,523.55,515.45,517.86,546.8000000000001,545.59,40.545973084060314
2023-03-14,498.16,Tuesday,3,0,502.6,517.48,502.75,544.9642857142857,544.5,42.4481726568385
2023-03-15,540.15,Wednesday,3,0,498.16,547.78,507.89,542.2042857142857,544.1721428571428,45.07958919405511
2023-03-16,579.91,Thursday,3,0,540.15,564.9,513.2,541.1142857142858,546.4764285714285,45.01449946300381
2023-03-17,577.23,Friday,3,0,579.91,528.97,555.24,543.2585714285714,551.2414285714286,46.66367696205537
2023-03-18,560.17,Saturday,3,1,577.23,629.47,647.01,550.1528571428572,552.8121428571428,47.75313068769631
2023-03-19,596.2,Sunday,3,1,560.17,523.55,566.71,540.2528571428571,546.6092857142856,33.67796743386094
2023-03-20,539.4300000000001,Monday,3,0,596.2,502.6,515.45,550.6314285714286,548.7157142857143,38.5191015075948
2023-03-21,478.66,Tuesday,3,0,539.4300000000001,498.16,517.48,555.8928571428571,550.4285714285714,32.98232492021854
2023-03-22,581.89,Wednesday,3,0,478.66,540.15,547.78,553.1071428571429,547.6557142857143,38.95405957205062
2023-03-23,576.73,Thursday,3,0,581.89,579.91,564.9,559.0699999999999,550.0921428571429,39.825009311570525
2023-03-24,559.0899999999999,Friday,3,0,576.73,577.23,528.97,558.6157142857144,550.9371428571428,39.56495412910405
2023-03-25,569.29,Saturday,3,1,559.0899999999999,560.17,629.47,556.0242857142857,553.0885714285714,38.727764311556136
2023-03-26,653.53,Sunday,3,1,569.29,596.2,523.55,557.3271428571428,548.7900000000001,39.042601823429614
2023-03-27,525.99,Monday,3,0,653.53,539.4300000000001,502.6,565.5171428571429,558.0742857142857,52.313647905139135
2023-03-28,564.83,Tuesday,3,0,525.99,478.66,498.16,563.5971428571428,559.745,53.6599753740427
2023-03-29,473.6,Wednesday,3,0,564.83,581.89,540.15,575.9071428571428,564.5071428571429,38.735872140384316
2023-03-30,532.52,Thursday,3,0,473.6,576.73,579.91,560.4371428571429,559.7535714285715,54.40361100585328
2023-03-31,541.3,Friday,3,0,532.52,559.0899999999999,577.23,554.1214285714285,556.3685714285714,54.76192303312333
2023-04-01,572.19,Saturday,4,1,541.3,569.29,560.17,551.58,553.8021428571428,54.90552431222207
2023-04-02,555.38,Sunday,4,1,572.19,653.53,596.2,551.9942857142858,554.6607142857143,55.07211358971167
2023-04-03,502.15,Monday,4,0,555.38,525.99,539.4300000000001,537.9728571428572,551.745,32.97318289877699
2023-04-04,485.84,Tuesday,4,0,502.15,564.83,478.66,534.5671428571429,549.0821428571428,35.547809925172594
2023-04-05,554.71,Wednesday,4,0,485.84,473.6,581.89,523.2828571428571,549.595,36.85337827765859
2023-04-06,524.14,Thursday,4,0,554.71,532.52,576.73,534.87,547.6535714285714,30.89896114758568
2023-04-07,497.0,Friday,4,0,524.14,541.3,559.0899999999999,533.6728571428571,543.8971428571429,31.166363125591023
2023-04-08,580.4399999999999,Saturday,4,1,497.0,572.19,569.29,527.3442857142857,539.4621428571429,33.750117460113195
2023-04-09,574.55,Sunday,4,1,580.4399999999999,555.38,653.53,528.5228571428571,540.2585714285714,35.666782265055325
2023-04-10,536.52,Monday,4,0,574.55,502.15,525.99,531.2614285714286,534.6171428571429,38.681195874555414
2023-04-11,551.95,Tuesday,4,0,536.52,485.84,564.83,536.1714285714286,535.3692857142856,36.4893365375748
2023-04-12,458.45,Wednesday,4,0,551.95,554.71,473.6,545.6157142857143,534.4492857142857,29.098049681002855
2023-04-13,576.79,Thursday,4,0,458.45,524.14,532.52,531.8642857142856,533.3671428571429,43.34286210252043
2023-04-14,581.0699999999999,Friday,4,0,576.79,497.0,541.3,539.3857142857142,536.5292857142857,46.24981832654163
2023-04-15,634.3699999999999,Saturday,4,1,581.0699999999999,580.4399999999999,572.19,551.3957142857142,539.37,44.282472776913814
2023-04-16,590.44,Sunday,4,1,634.3699999999999,574.55,555.38,559.1,543.8114285714286,53.83817387938307
2023-04-17,566.54,Monday,4,0,590.44,536.52,502.15,561.37,546.3157142857143,54.92224291365646
2023-04-18,496.65,Tuesday,4,0,566.54,551.95,485.84,565.6585714285713,550.915,53.819420419452086
2023-04-19,569.6,Wednesday,4,0,496.65,458.45,554.71,557.7585714285714,551.6871428571428,59.884010227709375
2023-04-20,539.1,Thursday,4,0,569.6,576.79,524.14,573.6371428571429,552.7507142857143,40.88539254806721
2023-04-21,563.04,Friday,4,0,539.1,581.0699999999999,497.0,568.2528571428571,553.8192857142857,42.83618397036413
2023-04-22,578.01,Saturday,4,1,563.04,634.3699999999999,580.4399999999999,565.6771428571428,558.5364285714285,42.47761477699614
2023-04-23,598.47,Sunday,4,1,578.01,590.44,574.55,557.6257142857143,558.3628571428571,31.106534070911625
2023-04-24,482.32,Monday,4,0,598.47,566.54,536.52,558.7728571428571,560.0714285714286,32.629142247530005
2023-04-25,526.4,Tuesday,4,0,482.32,496.65,551.95,546.7414285714286,556.2,43.12653762614232
2023-04-26,519.9000000000001,Wednesday,4,0,526.4,569.6,458.45,550.9914285714285,554.375,38.5952814165031
2023-04-27,533.39,Thursday,4,0,519.9000000000001,539.1,576.79,543.8914285714285,558.7642857142857,39.16865772041553
2023-04-28,595.38,Friday,4,0,533.39,563.04,581.0699999999999,543.0757142857143,555.6642857142857,39.344137579883245
2023-04-29,649.3,Saturday,4,1,595.38,578.01,634.3699999999999,547.6957142857143,556.6864285714286,43.73313345627984
2023-04-30,573.98,Sunday,4,1,649.3,598.47,590.44,557.88,557.7528571428571,57.956821571465504
2023-05-01,558.36,Monday,5,0,573.98,482.32,566.54,554.3814285714286,556.5771428571428,55.79716373573483
2023-05-02,552.8,Tuesday,5,0,558.36,526.4,496.65,565.2442857142858,555.9928571428571,45.96540142946052
2023-05-03,486.1,Wednesday,5,0,552.8,519.9000000000001,569.6,569.0157142857144,560.0035714285715,43.24990322037094
2023-05-04,543.63,Thursday,5,0,486.1,533.39,539.1,564.1871428571429,554.0392857142857,50.86384004191532
2023-05-05,548.85,Friday,5,0,543.63,595.38,563.04,565.65,554.3628571428571,49.96988059488126
2023-05-06,589.38,Saturday,5,1,548.85,649.3,578.01,559.0028571428572,553.3492857142858,48.42693696497382
2023-05-07,559.65,Sunday,5,1,589.38,573.98,598.47,550.4428571428572,554.1614285714286,32.47381237976557
2023-05-08,460.57,Monday,5,0,559.65,558.36,482.32,548.3957142857142,551.3885714285714,31.168172258006834
2023-05-09,541.75,Tuesday,5,0,460.57,552.8,526.4,534.4257142857143,549.8349999999999,44.86400296345372
2023-05-10,545.73,Wednesday,5,0,541.75,486.1,519.9000000000001,532.8471428571429,550.9314285714286,44.30060222099559
2023-05-11,523.11,Thursday,5,0,545.73,543.63,533.39,541.3657142857143,552.7764285714286,39.25975541490446
2023-05-12,624.81,Friday,5,0,523.11,548.85,595.38,538.4342857142857,552.0421428571428,39.824535091299175
2023-05-13,639.88,Saturday,5,1,624.81,589.38,649.3,549.2857142857142,554.1442857142857,51.71067583428128
2023-05-14,597.1800000000001,Sunday,5,1,639.88,559.65,573.98,556.5,553.4714285714286,60.93632660408757
2023-05-15,506.01,Monday,5,0,597.1800000000001,460.57,558.36,561.8614285714285,555.1285714285715,62.87970113069677
2023-05-16,525.47,Tuesday,5,0,506.01,541.75,552.8,568.3528571428571,551.3892857142857,52.101821693771534
2023-05-17,519.74,Wednesday,5,0,525.47,545.73,486.1,566.027142857143,549.4371428571428,53.82218214153182
2023-05-18,428.95,Thursday,5,0,519.74,523.11,543.63,562.3142857142857,551.84,56.29534049905724
2023-05-19,533.69,Friday,5,0,428.95,624.81,548.85,548.8628571428571,543.6485714285715,75.27445598481297
2023-05-20,628.09,Saturday,5,1,533.69,639.88,589.38,535.8457142857143,542.5657142857143,67.4210493483905
2023-05-21,591.91,Sunday,5,1,628.09,597.1800000000001,559.65,534.1614285714286,545.3307142857143,64.47170604964937
2023-05-22,533.73,Monday,5,0,591.91,506.01,460.57,533.4085714285713,547.635,63.638556035517695
2023-05-23,547.14,Tuesday,5,0,533.73,525.47,541.75,537.3685714285714,552.8607142857143,62.50179368854728
2023-05-24,585.92,Wednesday,5,0,547.14,519.74,545.73,540.4642857142857,553.2457142857144,62.35070966106251
2023-05-25,524.83,Thursday,5,0,585.92,428.95,523.11,549.9185714285715,556.1164285714286,63.687658780586446
2023-05-26,506.97,Friday,5,0,524.83,533.69,624.81,563.6157142857144,556.2392857142858,38.771695800392074
2023-05-27,535.36,Saturday,5,1,506.97,628.09,639.88,559.7985714285713,547.8221428571429,43.26403603786585
2023-05-28,523.75,Sunday,5,1,535.36,591.91,597.1800000000001,546.5514285714286,540.3564285714286,31.453081157268798
2023-05-29,515.98,Monday,5,0,523.75,533.73,506.01,536.8142857142857,535.1114285714286,24.94861175639717
2023-05-30,572.97,Tuesday,5,0,515.98,547.14,525.47,534.2785714285715,535.8235714285714,26.185699295971745
2023-05-31,544.5,Wednesday,5,0,572.97,585.92,519.74,537.9685714285714,539.2164285714285,29.862023501749835
2023-06-01,506.97,Thursday,6,0,544.5,524.83,428.95,532.0514285714286,540.985,21.789426662620574
2023-06-02,512.52,Friday,6,0,506.97,506.97,533.69,529.5,546.5578571428572,23.73476774691514
2023-06-03,565.62,Saturday,6,1,512.52,535.36,628.09,530.2928571428572,545.0457142857142,22.935977353120606
2023-06-04,615.88,Sunday,6,1,565.62,523.75,591.91,534.6157142857143,540.5835714285714,26.60788032215466
2023-06-05,433.79,Monday,6,0,615.88,515.98,533.73,547.7771428571428,542.2957142857142,39.835356453903515
2023-06-06,484.19,Tuesday,6,0,433.79,572.97,547.14,536.0357142857143,535.157142857143,58.50657537324139
2023-06-07,546.41,Wednesday,6,0,484.19,544.5,585.92,523.3528571428571,530.6607142857143,58.787709518879794
2023-06-08,546.09,Thursday,6,0,546.41,506.97,524.83,523.6257142857143,527.8385714285714,58.906532987194446
2023-06-09,502.91,Friday,6,0,546.09,512.52,506.97,529.2142857142857,529.3571428571429,58.918706949248595
2023-06-10,544.99,Saturday,6,1,502.91,565.62,535.36,527.8414285714285,529.0671428571428,59.4818001376812
2023-06-11,559.6600000000001,Sunday,6,1,544.99,615.88,523.75,524.8942857142857,529.755,57.784889563836344
2023-06-12,469.34,Monday,6,0,559.6600000000001,433.79,515.98,516.8628571428571,532.32,45.66780146313354
2023-06-13,496.79,Tuesday,6,0,469.34,484.19,572.97,521.9414285714286,528.9885714285714,35.800529990756374
2023-06-14,480.89,Wednesday,6,0,496.79,546.41,544.5,523.7414285714286,523.547142857143,33.849696418417835
2023-06-15,538.7,Thursday,6,0,480.89,546.09,506.97,514.3814285714286,519.0035714285715,35.55260254354156
2023-06-16,562.22,Friday,6,0,538.7,502.91,512.52,513.3257142857143,521.2700000000001,34.54968155045838
2023-06-17,631.12,Saturday,6,1,562.22,544.99,565.62,521.7985714285714,524.8199999999999,38.60423527221309
2023-06-18,527.06,Sunday,6,1,631.12,559.6600000000001,615.88,534.1028571428571,529.4985714285714,56.708738513650076
2023-06-19,392.9,Monday,6,0,527.06,469.34,433.79,529.4457142857143,523.1542857142857,55.58761488471544
2023-06-20,448.97,Tuesday,6,0,392.9,496.79,484.19,518.5257142857143,520.2335714285714,73.86610405708036
2023-06-21,481.16,Wednesday,6,0,448.97,480.89,546.41,511.69428571428574,517.7178571428572,78.29014962670219
2023-06-22,552.3199999999999,Thursday,6,0,481.16,538.7,546.09,511.73285714285714,513.0571428571428,78.27250831002445
2023-06-23,502.11,Friday,6,0,552.3199999999999,562.22,502.91,513.6785714285714,513.5021428571429,79.21816088679226
2023-06-24,591.65,Saturday,6,1,502.11,631.12,544.99,505.09142857142854,513.445,76.28290599878211
2023-06-25,549.19,Sunday,6,1,591.65,527.06,559.6600000000001,499.45285714285717,516.7778571428571,66.20815853913196
2023-06-26,427.72,Monday,6,0,549.19,392.9,469.34,502.61428571428576,516.03,68.24317813455599
2023-06-27,473.75,Tuesday,6,0,427.72,448.97,496.79,507.58857142857147,513.0571428571428,59.63990985589289
2023-06-28,537.3299999999999,Wednesday,6,0,473.75,481.16,480.89,511.12857142857143,511.4114285714286,56.21788547801344
2023-06-29,523.02,Thursday,6,0,537.3299999999999,552.3199999999999,538.7,519.1528571428572,515.4428571428572,55.22737748444626
2023-06-30,527.34,Friday,6,0,523.02,502.11,562.22,514.9671428571429,514.3228571428571,53.3738908438341
2023-07-01,531.67,Saturday,7,1,527.34,591.65,631.12,518.5714285714286,511.8314285714286,53.21259043640311
2023-07-02,531.57,Sunday,7,1,531.67,549.19,527.06,510.0028571428572,504.7278571428572,43.410119294271034
2023-07-03,525.7,Monday,7,0,531.57,427.72,392.9,507.4857142857142,505.05,41.21445573951866
2023-07-04,493.99,Tuesday,7,0,525.7,473.75,448.97,521.4828571428571,514.5357142857143,21.56207760110781
2023-07-05,474.44000000000005,Wednesday,7,0,493.99,537.3299999999999,481.16,524.3742857142857,517.7514285714286,14.191829641432342
2023-07-06,556.9,Thursday,7,0,474.44000000000005,523.02,552.3199999999999,515.39,517.2714285714286,22.244882557568033
2023-07-07,598.1,Friday,7,0,556.9,527.34,502.11,520.23,517.5985714285714,27.294360833940317
2023-07-08,543.49,Saturday,7,1,598.1,531.67,591.65,530.3385714285714,524.455,40.34805878377628
2023-07-09,454.5499999999999,Sunday,7,1,543.49,531.57,549.19,532.0271428571428,521.015,40.659200563663475
2023-07-10,468.52,Monday,7,0,454.5499999999999,525.7,427.72,521.0242857142857,514.255,50.12331821190049
2023-07-11,468.77,Tuesday,7,0,468.52,493.99,473.75,512.8557142857143,517.1692857142858,53.76157390340635
2023-07-12,476.46,Wednesday,7,0,468.77,474.44000000000005,537.3299999999999,509.2528571428571,516.8135714285714,56.033638621303595
2023-07-13,494.16,Thursday,7,0,476.46,556.9,523.02,509.5414285714286,512.4657142857143,55.829301574403594
2023-07-14,566.63,Friday,7,0,494.16,598.1,527.34,500.57857142857137,510.4042857142857,51.85378463480131
2023-07-15,598.34,Saturday,7,1,566.63,543.49,531.67,496.0828571428571,513.2107142857143,42.512296148402655
2023-07-16,506.1,Sunday,7,1,598.34,454.5499999999999,531.57,503.9185714285714,517.9728571428572,55.712160679864404
2023-07-17,415.34,Monday,7,0,506.1,468.52,525.7,511.28285714285715,516.1535714285714,51.333781831683204
2023-07-18,490.36,Tuesday,7,0,415.34,468.77,493.99,503.6857142857143,508.2707142857143,61.6215557136576
2023-07-19,486.52,Wednesday,7,0,490.36,476.46,474.44000000000005,506.77,508.01142857142855,60.10431848045516
2023-07-20,505.51,Thursday,7,0,486.52,494.16,556.9,508.20714285714286,508.8742857142857,59.37463451516573
2023-07-21,573.26,Friday,7,0,505.51,566.63,598.1,509.8285714285715,505.2035714285715,59.08134573861451
2023-07-22,527.4300000000001,Saturday,7,1,573.26,598.34,543.49,510.77571428571434,503.42928571428575,60.18651118457871
2023-07-23,505.24,Sunday,7,1,527.4300000000001,506.1,454.5499999999999,500.6457142857143,502.2821428571429,47.65507942746574
2023-07-24,469.5499999999999,Monday,7,0,505.24,415.34,468.52,500.5228571428571,505.90285714285716,47.63978054605378
2023-07-25,483.72,Tuesday,7,0,469.5499999999999,490.36,468.77,508.26714285714286,505.9764285714285,33.91330403361159
2023-07-26,459.58,Wednesday,7,0,483.72,486.52,476.46,507.31857142857143,507.0442857142857,34.583886145896976
2023-07-27,464.11,Thursday,7,0,459.58,505.51,494.16,503.46999999999997,505.8385714285714,38.55511466286471
2023-07-28,450.85,Friday,7,0,464.11,573.26,566.63,497.55571428571426,503.69214285714287,41.26979882720613
2023-07-29,607.38,Saturday,7,1,450.85,527.4300000000001,598.34,480.0685714285715,495.42214285714283,27.47381021298267
2023-07-30,577.02,Sunday,7,1,607.38,505.24,506.1,491.48999999999995,496.0678571428571,54.13072633295522
2023-07-31,470.85,Monday,7,0,577.02,469.5499999999999,415.34,501.74428571428564,501.1335714285715,63.207434915296176
2023-08-01,436.0,Tuesday,8,0,470.85,483.72,490.36,501.93,505.09857142857146,63.098893809638
2023-08-02,522.8299999999999,Wednesday,8,0,436.0,459.58,486.52,495.11285714285714,501.2157142857142,67.79708590450491
2023-08-03,505.17,Thursday,8,0,522.8299999999999,464.11,505.51,504.1485714285714,503.8092857142857,66.47407550531025
2023-08-04,493.94,Friday,8,0,505.17,450.85,573.26,510.0142857142857,503.78499999999997,64.1221830718882
2023-08-05,554.75,Saturday,8,1,493.94,607.38,527.4300000000001,516.17,498.1192857142857,59.38945809934055
2023-08-06,528.75,Sunday,8,1,554.75,577.02,505.24,508.65142857142854,500.07071428571425,48.19421868114157
2023-08-07,396.59,Monday,8,0,528.75,470.85,469.5499999999999,501.7557142857143,501.75,39.43968215606458
2023-08-08,463.58,Tuesday,8,0,396.59,436.0,483.72,491.1471428571428,496.5385714285714,55.75213440287416
2023-08-09,496.29,Wednesday,8,0,463.58,522.8299999999999,459.58,495.0871428571428,495.09999999999997,52.057464631016025
2023-08-10,516.24,Thursday,8,0,496.29,505.17,464.11,491.29571428571427,497.7221428571429,50.64753033042563
2023-08-11,485.96,Friday,8,0,516.24,493.94,450.85,492.8771428571429,501.44571428571425,51.32129048594565
2023-08-12,551.55,Saturday,8,1,485.96,554.75,607.38,491.7371428571428,503.9535714285715,51.38233993448346
2023-08-13,510.07,Sunday,8,1,551.55,528.75,577.02,491.28000000000003,499.96571428571434,50.73848637868452
2023-08-14,430.0,Monday,8,0,510.07,396.59,470.85,488.6114285714286,495.1835714285714,48.8971340089137
2023-08-15,430.46,Tuesday,8,0,430.0,463.58,436.0,493.38428571428574,492.2657142857143,39.05865967027098
2023-08-16,445.9500000000001,Wednesday,8,0,430.46,496.29,522.8299999999999,488.6528571428571,491.87,44.847777244914525
2023-08-17,489.68999999999994,Thursday,8,0,445.9500000000001,516.24,505.17,481.4614285714286,486.37857142857143,47.38341883984646
2023-08-18,494.68,Friday,8,0,489.68999999999994,485.96,493.94,477.6685714285714,485.2728571428571,45.1453029777441
2023-08-19,575.86,Saturday,8,1,494.68,551.55,554.75,478.9142857142857,485.32571428571424,45.530884337681826
2023-08-20,503.62,Sunday,8,1,575.86,510.07,528.75,482.38714285714286,486.8335714285714,52.40303417242296
2023-08-21,423.68,Monday,8,0,503.62,430.0,396.59,481.4657142857142,485.0385714285714,51.88933476066829
2023-08-22,469.92,Tuesday,8,0,423.68,430.46,463.58,480.5628571428571,486.97357142857146,52.97763890368709
2023-08-23,423.79,Wednesday,8,0,469.92,445.9500000000001,496.29,486.2000000000001,487.4264285714285,48.683182927988014
2023-08-24,481.94,Thursday,8,0,423.79,489.68999999999994,516.24,483.0342857142858,482.2478571428571,52.32129453582644
2023-08-25,492.08,Friday,8,0,481.94,494.68,485.96,481.9271428571428,479.79785714285714,52.238915479517075
2023-08-26,591.04,Saturday,8,1,492.08,575.86,551.55,481.5557142857143,480.235,52.14228158195004
2023-08-27,529.4,Sunday,8,1,591.04,503.62,510.07,483.72428571428566,483.05571428571426,56.82355258668159
2023-08-28,479.82,Monday,8,0,529.4,423.68,430.0,487.40714285714284,484.43642857142856,59.11709304825582
2023-08-29,515.59,Tuesday,8,0,479.82,469.92,430.46,495.4271428571428,487.99499999999995,52.46452347834185
2023-08-30,469.3,Wednesday,8,0,515.59,423.79,445.9500000000001,501.95142857142855,494.07571428571424,51.59638179451816
2023-08-31,437.03,Thursday,8,0,469.3,481.94,489.68999999999994,508.4528571428571,495.74357142857144,42.09937953394134
2023-09-01,529.14,Friday,9,0,437.03,492.08,494.68,502.03714285714284,491.98214285714283,49.57201788451655
2023-09-02,532.57,Saturday,9,1,529.14,591.04,575.86,507.33142857142855,494.44357142857143,50.30494290775372
2023-09-03,543.54,Sunday,9,1,532.57,529.4,503.62,498.9785714285714,491.3514285714286,37.2491447009505
2023-09-04,423.38,Monday,9,0,543.54,479.82,423.68,500.99857142857144,494.2028571428571,39.4898457110899
2023-09-05,489.46,Tuesday,9,0,423.38,515.59,469.92,492.9357142857143,494.18142857142857,49.12183929005564
2023-09-06,440.09,Wednesday,9,0,489.46,469.3,423.79,489.2028571428571,495.57714285714286,48.095486522224476
2023-09-07,459.16,Thursday,9,0,440.09,437.03,481.94,485.03000000000003,496.74142857142857,51.27233627080604
