t_location_id,t_storage_unit_id,t_start_datetime,t_qty,t_pure_qty
location_demo,2,2023-02-20T17:00:00,200.2,200.2
location_demo,2,2023-02-21T07:00:00,142.96,142.96
location_demo,2,2023-02-21T12:00:00,172.97,172.97
location_demo,2,2023-02-21T17:00:00,210.08,210.08
location_demo,2,2023-02-22T07:00:00,164.38,164.38
location_demo,2,2023-02-22T12:00:00,186.97,186.97
location_demo,2,2023-02-22T17:00:00,212.36,212.36
location_demo,2,2023-02-23T07:00:00,133.19,133.19
location_demo,2,2023-02-23T12:00:00,188.55,188.55
location_demo,2,2023-02-23T17:00:00,228.35,228.35
location_demo,2,2023-02-24T07:00:00,124.94,124.94
location_demo,2,2023-02-24T12:00:00,171.73,171.73
location_demo,2,2023-02-24T17:00:00,207.3,207.3
location_demo,2,2023-02-25T07:00:00,168.03,168.03
location_demo,2,2023-02-25T12:00:00,180.44,180.44
location_demo,2,2023-02-25T17:00:00,229.71,229.71
location_demo,2,2023-02-26T07:00:00,165.07,165.07
location_demo,2,2023-02-26T12:00:00,179.96,179.96
location_demo,2,2023-02-26T17:00:00,226.45,226.45
location_demo,2,2023-02-27T07:00:00,145.3,145.3
location_demo,2,2023-02-27T12:00:00,189.02,189.02
location_demo,2,2023-02-27T17:00:00,183.54,183.54
location_demo,2,2023-02-28T07:00:00,112.05,112.05
location_demo,2,2023-02-28T12:00:00,171.72,171.72
location_demo,2,2023-02-28T17:00:00,218.98,218.98
location_demo,2,2023-03-01T07:00:00,135.87,135.87
location_demo,2,2023-03-01T12:00:00,168.53,168.53
location_demo,2,2023-03-01T17:00:00,203.49,203.49
location_demo,2,2023-03-02T07:00:00,151.35,151.35
location_demo,2,2023-03-02T12:00:00,160.13,160.13
location_demo,2,2023-03-02T17:00:00,201.72,201.72
location_demo,2,2023-03-03T07:00:00,155.14,155.14
location_demo,2,2023-03-03T12:00:00,167.32,167.32
location_demo,2,2023-03-03T17:00:00,232.78,232.78
location_demo,2,2023-03-04T07:00:00,158.74,158.74
location_demo,2,2023-03-04T12:00:00,235.79,235.79
location_demo,2,2023-03-04T17:00:00,252.48,252.48
location_demo,2,2023-03-05T07:00:00,125.26,125.26
location_demo,2,2023-03-05T12:00:00,199.34,199.34
location_demo,2,2023-03-05T17:00:00,242.11,242.11
location_demo,2,2023-03-06T07:00:00,136.72,136.72
location_demo,2,2023-03-06T12:00:00,178.51,178.51
location_demo,2,2023-03-06T17:00:00,200.22,200.22
location_demo,2,2023-03-07T07:00:00,142.45,142.45
location_demo,2,2023-03-07T12:00:00,169.3,169.3
location_demo,2,2023-03-07T17:00:00,205.73,205.73
location_demo,2,2023-03-08T07:00:00,162.24,162.24
location_demo,2,2023-03-08T12:00:00,186.66,186.66
location_demo,2,2023-03-08T17:00:00,198.88,198.88
location_demo,2,2023-03-09T07:00:00,160.26,160.26
location_demo,2,2023-03-09T12:00:00,207.1,207.1
location_demo,2,2023-03-09T17:00:00,197.54,197.54
location_demo,2,2023-03-10T07:00:00,134.84,134.84
location_demo,2,2023-03-10T12:00:00,173.75,173.75
location_demo,2,2023-03-10T17:00:00,220.38,220.38
location_demo,2,2023-03-11T07:00:00,135.07,135.07
location_demo,2,2023-03-11T12:00:00,212.5,212.5
location_demo,2,2023-03-11T17:00:00,281.9,281.9
location_demo,2,2023-03-12T07:00:00,124.44,124.44
location_demo,2,2023-03-12T12:00:00,171.88,171.88
location_demo,2,2023-03-12T17:00:00,227.23,227.23
location_demo,2,2023-03-13T07:00:00,128.58,128.58
location_demo,2,2023-03-13T12:00:00,154.4,154.4
location_demo,2,2023-03-13T17:00:00,219.62,219.62
location_demo,2,2023-03-14T07:00:00,133.98,133.98
location_demo,2,2023-03-14T12:00:00,168.51,168.51
location_demo,2,2023-03-14T17:00:00,195.67,195.67
location_demo,2,2023-03-15T07:00:00,146.84,146.84
location_demo,2,2023-03-15T12:00:00,176.04,176.04
location_demo,2,2023-03-15T17:00:00,217.27,217.27
location_demo,2,2023-03-16T07:00:00,132.28,132.28
location_demo,2,2023-03-16T12:00:00,218.75,218.75
location_demo,2,2023-03-16T17:00:00,228.88,228.88
location_demo,2,2023-03-17T07:00:00,136.5,136.5
location_demo,2,2023-03-17T12:00:00,208.46,208.46
location_demo,2,2023-03-17T17:00:00,232.27,232.27
location_demo,2,2023-03-18T07:00:00,131.13,131.13
location_demo,2,2023-03-18T12:00:00,206.38,206.38
location_demo,2,2023-03-18T17:00:00,222.66,222.66
location_demo,2,2023-03-19T07:00:00,166.81,166.81
location_demo,2,2023-03-19T12:00:00,178.23,178.23
location_demo,2,2023-03-19T17:00:00,251.16,251.16
location_demo,2,2023-03-20T07:00:00,135.24,135.24
location_demo,2,2023-03-20T12:00:00,188.07,188.07
location_demo,2,2023-03-20T17:00:00,216.12,216.12
location_demo,2,2023-03-21T07:00:00,115.06,115.06
location_demo,2,2023-03-21T12:00:00,170.57,170.57
location_demo,2,2023-03-21T17:00:00,193.03,193.03
location_demo,2,2023-03-22T07:00:00,151.44,151.44
location_demo,2,2023-03-22T12:00:00,179.03,179.03
location_demo,2,2023-03-22T17:00:00,251.42,251.42
location_demo,2,2023-03-23T07:00:00,150.04,150.04
location_demo,2,2023-03-23T12:00:00,207.22,207.22
location_demo,2,2023-03-23T17:00:00,219.47,219.47
location_demo,2,2023-03-24T07:00:00,141.92,141.92
location_demo,2,2023-03-24T12:00:00,184.5,184.5
location_demo,2,2023-03-24T17:00:00,232.67,232.67
location_demo,2,2023-03-25T07:00:00,158.11,158.11
location_demo,2,2023-03-25T12:00:00,204.6,204.6
location_demo,2,2023-03-25T17:00:00,206.58,206.58
location_demo,2,2023-03-26T07:00:00,183.65,183.65
location_demo,2,2023-03-26T12:00:00,212.64,212.64
location_demo,2,2023-03-26T17:00:00,257.24,257.24
location_demo,2,2023-03-27T07:00:00,137.12,137.12
location_demo,2,2023-03-27T12:00:00,184.64,184.64
location_demo,2,2023-03-27T17:00:00,204.23,204.23
location_demo,2,2023-03-28T07:00:00,167.87,167.87
location_demo,2,2023-03-28T12:00:00,169.36,169.36
location_demo,2,2023-03-28T17:00:00,227.6,227.6
location_demo,2,2023-03-29T07:00:00,125.71,125.71
location_demo,2,2023-03-29T12:00:00,161.2,161.2
location_demo,2,2023-03-29T17:00:00,186.69,186.69
location_demo,2,2023-03-30T07:00:00,133.76,133.76
location_demo,2,2023-03-30T12:00:00,179.34,179.34
location_demo,2,2023-03-30T17:00:00,219.42,219.42
location_demo,2,2023-03-31T07:00:00,130.41,130.41
location_demo,2,2023-03-31T12:00:00,198.44,198.44
location_demo,2,2023-03-31T17:00:00,212.45,212.45
location_demo,2,2023-04-01T07:00:00,143.5,143.5
location_demo,2,2023-04-01T12:00:00,195.19,195.19
location_demo,2,2023-04-01T17:00:00,233.5,233.5
location_demo,2,2023-04-02T07:00:00,151.35,151.35
location_demo,2,2023-04-02T12:00:00,191.07,191.07
location_demo,2,2023-04-02T17:00:00,212.96,212.96
location_demo,2,2023-04-03T07:00:00,126.76,126.76
location_demo,2,2023-04-03T12:00:00,188.43,188.43
location_demo,2,2023-04-03T17:00:00,186.96,186.96
location_demo,2,2023-04-04T07:00:00,111.06,111.06
location_demo,2,2023-04-04T12:00:00,178.35,178.35
location_demo,2,2023-04-04T17:00:00,196.43,196.43
location_demo,2,2023-04-05T07:00:00,122.98,122.98
location_demo,2,2023-04-05T12:00:00,203.38,203.38
location_demo,2,2023-04-05T17:00:00,228.35,228.35
location_demo,2,2023-04-06T07:00:00,154.99,154.99
location_demo,2,2023-04-06T12:00:00,169.03,169.03
location_demo,2,2023-04-06T17:00:00,200.12,200.12
location_demo,2,2023-04-07T07:00:00,122.34,122.34
location_demo,2,2023-04-07T12:00:00,181.27,181.27
location_demo,2,2023-04-07T17:00:00,193.39,193.39
location_demo,2,2023-04-08T07:00:00,135.29,135.29
location_demo,2,2023-04-08T12:00:00,205.95,205.95
location_demo,2,2023-04-08T17:00:00,239.2,239.2
location_demo,2,2023-04-09T07:00:00,124.9,124.9
location_demo,2,2023-04-09T12:00:00,215.26,215.26
location_demo,2,2023-04-09T17:00:00,234.39,234.39
location_demo,2,2023-04-10T07:00:00,112.2,112.2
location_demo,2,2023-04-10T12:00:00,206.05,206.05
location_demo,2,2023-04-10T17:00:00,218.27,218.27
location_demo,2,2023-04-11T07:00:00,136.29,136.29
location_demo,2,2023-04-11T12:00:00,203.06,203.06
location_demo,2,2023-04-11T17:00:00,212.6,212.6
location_demo,2,2023-04-12T07:00:00,116.06,116.06
location_demo,2,2023-04-12T12:00:00,149.42,149.42
location_demo,2,2023-04-12T17:00:00,192.97,192.97
location_demo,2,2023-04-13T07:00:00,146.9,146.9
location_demo,2,2023-04-13T12:00:00,217.41,217.41
location_demo,2,2023-04-13T17:00:00,212.48,212.48
location_demo,2,2023-04-14T07:00:00,137.91,137.91
location_demo,2,2023-04-14T12:00:00,186.27,186.27
location_demo,2,2023-04-14T17:00:00,256.89,256.89
location_demo,2,2023-04-15T07:00:00,156.14,156.14
location_demo,2,2023-04-15T12:00:00,210.95,210.95
location_demo,2,2023-04-15T17:00:00,267.28,267.28
location_demo,2,2023-04-16T07:00:00,154.8,154.8
location_demo,2,2023-04-16T12:00:00,199.96,199.96
location_demo,2,2023-04-16T17:00:00,235.68,235.68
location_demo,2,2023-04-17T07:00:00,145.19,145.19
location_demo,2,2023-04-17T12:00:00,179.22,179.22
location_demo,2,2023-04-17T17:00:00,242.13,242.13
location_demo,2,2023-04-18T07:00:00,118.66,118.66
location_demo,2,2023-04-18T12:00:00,177.88,177.88
location_demo,2,2023-04-18T17:00:00,200.11,200.11
location_demo,2,2023-04-19T07:00:00,150.16,150.16
location_demo,2,2023-04-19T12:00:00,203.79,203.79
location_demo,2,2023-04-19T17:00:00,215.65,215.65
location_demo,2,2023-04-20T07:00:00,152.21,152.21
location_demo,2,2023-04-20T12:00:00,182.79,182.79
location_demo,2,2023-04-20T17:00:00,204.1,204.1
location_demo,2,2023-04-21T07:00:00,156.84,156.84
location_demo,2,2023-04-21T12:00:00,175.97,175.97
location_demo,2,2023-04-21T17:00:00,230.23,230.23
location_demo,2,2023-04-22T07:00:00,142.09,142.09
location_demo,2,2023-04-22T12:00:00,204.83,204.83
location_demo,2,2023-04-22T17:00:00,231.09,231.09
location_demo,2,2023-04-23T07:00:00,178.61,178.61
location_demo,2,2023-04-23T12:00:00,192.58,192.58
location_demo,2,2023-04-23T17:00:00,227.28,227.28
location_demo,2,2023-04-24T07:00:00,143.48,143.48
location_demo,2,2023-04-24T12:00:00,166.82,166.82
location_demo,2,2023-04-24T17:00:00,172.02,172.02
location_demo,2,2023-04-25T07:00:00,151.84,151.84
location_demo,2,2023-04-25T12:00:00,168.67,168.67
location_demo,2,2023-04-25T17:00:00,205.89,205.89
location_demo,2,2023-04-26T07:00:00,114.42,114.42
location_demo,2,2023-04-26T12:00:00,200.3,200.3
location_demo,2,2023-04-26T17:00:00,205.18,205.18
location_demo,2,2023-04-27T07:00:00,125.91,125.91
location_demo,2,2023-04-27T12:00:00,183.27,183.27
location_demo,2,2023-04-27T17:00:00,224.21,224.21
location_demo,2,2023-04-28T07:00:00,141.23,141.23
location_demo,2,2023-04-28T12:00:00,191.47,191.47
location_demo,2,2023-04-28T17:00:00,262.68,262.68
location_demo,2,2023-04-29T07:00:00,152.55,152.55
location_demo,2,2023-04-29T12:00:00,245.59,245.59
location_demo,2,2023-04-29T17:00:00,251.16,251.16
location_demo,2,2023-04-30T07:00:00,129.48,129.48
location_demo,2,2023-04-30T12:00:00,181.68,181.68
location_demo,2,2023-04-30T17:00:00,262.82,262.82
location_demo,2,2023-05-01T07:00:00,153.8,153.8
location_demo,2,2023-05-01T12:00:00,192.11,192.11
location_demo,2,2023-05-01T17:00:00,212.45,212.45
location_demo,2,2023-05-02T07:00:00,141.85,141.85
location_demo,2,2023-05-02T12:00:00,187.79,187.79
location_demo,2,2023-05-02T17:00:00,223.16,223.16
location_demo,2,2023-05-03T07:00:00,115.66,115.66
location_demo,2,2023-05-03T12:00:00,170.18,170.18
location_demo,2,2023-05-03T17:00:00,200.26,200.26
location_demo,2,2023-05-04T07:00:00,138.09,138.09
location_demo,2,2023-05-04T12:00:00,202.25,202.25
location_demo,2,2023-05-04T17:00:00,203.29,203.29
location_demo,2,2023-05-05T07:00:00,160.21,160.21
location_demo,2,2023-05-05T12:00:00,176.45,176.45
location_demo,2,2023-05-05T17:00:00,212.19,212.19
location_demo,2,2023-05-06T07:00:00,143.41,143.41
location_demo,2,2023-05-06T12:00:00,191.96,191.96
location_demo,2,2023-05-06T17:00:00,254.01,254.01
location_demo,2,2023-05-07T07:00:00,144.4,144.4
location_demo,2,2023-05-07T12:00:00,211.31,211.31
location_demo,2,2023-05-07T17:00:00,203.94,203.94
location_demo,2,2023-05-08T07:00:00,104.18,104.18
location_demo,2,2023-05-08T12:00:00,164.17,164.17
location_demo,2,2023-05-08T17:00:00,192.22,192.22
location_demo,2,2023-05-09T07:00:00,141.62,141.62
location_demo,2,2023-05-09T12:00:00,190.52,190.52
location_demo,2,2023-05-09T17:00:00,209.61,209.61
location_demo,2,2023-05-10T07:00:00,149.54,149.54
location_demo,2,2023-05-10T12:00:00,166.99,166.99
location_demo,2,2023-05-10T17:00:00,229.2,229.2
location_demo,2,2023-05-11T07:00:00,137.82,137.82
location_demo,2,2023-05-11T12:00:00,158.07,158.07
location_demo,2,2023-05-11T17:00:00,227.22,227.22
location_demo,2,2023-05-12T07:00:00,151.85,151.85
location_demo,2,2023-05-12T12:00:00,223.68,223.68
location_demo,2,2023-05-12T17:00:00,249.28,249.28
location_demo,2,2023-05-13T07:00:00,179.88,179.88
location_demo,2,2023-05-13T12:00:00,222.56,222.56
location_demo,2,2023-05-13T17:00:00,237.44,237.44
location_demo,2,2023-05-14T07:00:00,170.55,170.55
location_demo,2,2023-05-14T12:00:00,209.2,209.2
location_demo,2,2023-05-14T17:00:00,217.43,217.43
location_demo,2,2023-05-15T07:00:00,139.78,139.78
location_demo,2,2023-05-15T12:00:00,162.67,162.67
location_demo,2,2023-05-15T17:00:00,203.56,203.56
location_demo,2,2023-05-16T07:00:00,149.98,149.98
location_demo,2,2023-05-16T12:00:00,178.88,178.88
location_demo,2,2023-05-16T17:00:00,196.61,196.61
location_demo,2,2023-05-17T07:00:00,155.18,155.18
location_demo,2,2023-05-17T12:00:00,173.94,173.94
location_demo,2,2023-05-17T17:00:00,190.62,190.62
location_demo,2,2023-05-18T07:00:00,105.12,105.12
location_demo,2,2023-05-18T12:00:00,148.14,148.14
location_demo,2,2023-05-18T17:00:00,175.69,175.69
location_demo,2,2023-05-19T07:00:00,129.78,129.78
location_demo,2,2023-05-19T12:00:00,165.71,165.71
location_demo,2,2023-05-19T17:00:00,238.2,238.2
location_demo,2,2023-05-20T07:00:00,146.01,146.01
location_demo,2,2023-05-20T12:00:00,234.27,234.27
location_demo,2,2023-05-20T17:00:00,247.81,247.81
location_demo,2,2023-05-21T07:00:00,170.37,170.37
location_demo,2,2023-05-21T12:00:00,193.1,193.1
location_demo,2,2023-05-21T17:00:00,228.44,228.44
location_demo,2,2023-05-22T07:00:00,141.82,141.82
location_demo,2,2023-05-22T12:00:00,169.88,169.88
location_demo,2,2023-05-22T17:00:00,222.03,222.03
location_demo,2,2023-05-23T07:00:00,140.39,140.39
location_demo,2,2023-05-23T12:00:00,191.37,191.37
location_demo,2,2023-05-23T17:00:00,215.38,215.38
location_demo,2,2023-05-24T07:00:00,142.23,142.23
location_demo,2,2023-05-24T12:00:00,186.44,186.44
location_demo,2,2023-05-24T17:00:00,257.25,257.25
location_demo,2,2023-05-25T07:00:00,138.25,138.25
location_demo,2,2023-05-25T12:00:00,176.83,176.83
location_demo,2,2023-05-25T17:00:00,209.75,209.75
location_demo,2,2023-05-26T07:00:00,127.9,127.9
location_demo,2,2023-05-26T12:00:00,167.44,167.44
location_demo,2,2023-05-26T17:00:00,211.63,211.63
location_demo,2,2023-05-27T07:00:00,135.76,135.76
location_demo,2,2023-05-27T12:00:00,195.55,195.55
location_demo,2,2023-05-27T17:00:00,204.05,204.05
location_demo,2,2023-05-28T07:00:00,141.14,141.14
location_demo,2,2023-05-28T12:00:00,194.46,194.46
location_demo,2,2023-05-28T17:00:00,188.15,188.15
location_demo,2,2023-05-29T07:00:00,154.38,154.38
location_demo,2,2023-05-29T12:00:00,168.24,168.24
location_demo,2,2023-05-29T17:00:00,193.36,193.36
location_demo,2,2023-05-30T07:00:00,134.89,134.89
location_demo,2,2023-05-30T12:00:00,207.2,207.2
location_demo,2,2023-05-30T17:00:00,230.88,230.88
location_demo,2,2023-05-31T07:00:00,116.97,116.97
location_demo,2,2023-05-31T12:00:00,208.48,208.48
location_demo,2,2023-05-31T17:00:00,219.05,219.05
location_demo,2,2023-06-01T07:00:00,136.78,136.78
location_demo,2,2023-06-01T12:00:00,175.02,175.02
location_demo,2,2023-06-01T17:00:00,195.17,195.17
location_demo,2,2023-06-02T07:00:00,111.92,111.92
location_demo,2,2023-06-02T12:00:00,191.18,191.18
location_demo,2,2023-06-02T17:00:00,209.42,209.42
location_demo,2,2023-06-03T07:00:00,133.76,133.76
location_demo,2,2023-06-03T12:00:00,193.0,193.0
location_demo,2,2023-06-03T17:00:00,238.86,238.86
location_demo,2,2023-06-04T07:00:00,162.29,162.29
location_demo,2,2023-06-04T12:00:00,218.08,218.08
location_demo,2,2023-06-04T17:00:00,235.51,235.51
location_demo,2,2023-06-05T07:00:00,127.1,127.1
location_demo,2,2023-06-05T12:00:00,139.61,139.61
location_demo,2,2023-06-05T17:00:00,167.08,167.08
location_demo,2,2023-06-06T07:00:00,136.87,136.87
location_demo,2,2023-06-06T12:00:00,164.66,164.66
location_demo,2,2023-06-06T17:00:00,182.66,182.66
location_demo,2,2023-06-07T07:00:00,144.51,144.51
location_demo,2,2023-06-07T12:00:00,181.95,181.95
location_demo,2,2023-06-07T17:00:00,219.95,219.95
location_demo,2,2023-06-08T07:00:00,134.81,134.81
location_demo,2,2023-06-08T12:00:00,181.15,181.15
location_demo,2,2023-06-08T17:00:00,230.13,230.13
location_demo,2,2023-06-09T07:00:00,152.96,152.96
location_demo,2,2023-06-09T12:00:00,160.06,160.06
location_demo,2,2023-06-09T17:00:00,189.89,189.89
location_demo,2,2023-06-10T07:00:00,153.65,153.65
location_demo,2,2023-06-10T12:00:00,184.56,184.56
location_demo,2,2023-06-10T17:00:00,206.78,206.78
location_demo,2,2023-06-11T07:00:00,154.58,154.58
location_demo,2,2023-06-11T12:00:00,182.3,182.3
location_demo,2,2023-06-11T17:00:00,222.78,222.78
location_demo,2,2023-06-12T07:00:00,108.12,108.12
location_demo,2,2023-06-12T12:00:00,172.19,172.19
location_demo,2,2023-06-12T17:00:00,189.03,189.03
location_demo,2,2023-06-13T07:00:00,127.72,127.72
location_demo,2,2023-06-13T12:00:00,164.34,164.34
location_demo,2,2023-06-13T17:00:00,204.73,204.73
location_demo,2,2023-06-14T07:00:00,133.39,133.39
location_demo,2,2023-06-14T12:00:00,157.89,157.89
location_demo,2,2023-06-14T17:00:00,189.61,189.61
location_demo,2,2023-06-15T07:00:00,138.58,138.58
location_demo,2,2023-06-15T12:00:00,189.56,189.56
